slug,Title,Category (Main),Subcategory
wind-turbine-foundation,Wind Turbine Foundation Design Calculator,Lifestyle & Everyday,Miscellaneous
green-roof-load-calculator,Green Roof Load Calculator,Lifestyle & Everyday,Miscellaneous
earth-dam-seepage,Earth Dam Seepage Calculator,Lifestyle & Everyday,Miscellaneous
traffic-signal-timing-calculator,Traffic Signal Timing Calculator (Webster's Method),Lifestyle & Everyday,Miscellaneous
fatigue-life-calculator,Fatigue Life Calculator (S-N Curve),Lifestyle & Everyday,Miscellaneous
stress-intensity-factor-calculator,Fracture Mechanics (Stress Intensity Factor) Calculator,Math & Conversions,Core Math & Algebra
natural-frequency-calculator,Vibration Analysis (Natural Frequency) Calculator,Lifestyle & Everyday,Miscellaneous
journal-bearing-design,Journal Bearing Design Calculator,Lifestyle & Everyday,Miscellaneous
cam-design-calculator,Cam Profile Design Calculator,Lifestyle & Everyday,Miscellaneous
belt-drive-design-calculator,Belt Drive Design Calculator,Lifestyle & Everyday,Miscellaneous
chain-drive-design-calculator,Chain Drive Design Calculator,Lifestyle & Everyday,Miscellaneous
pressure-vessel-design-calculator,Pressure Vessel Design Calculator (ASME),Lifestyle & Everyday,Miscellaneous
fin-heat-transfer-calculator,Fin Heat Transfer Calculator,Lifestyle & Everyday,Miscellaneous
rankine-cycle-calculator,Rankine Cycle Calculator,Lifestyle & Everyday,Miscellaneous
flash-distillation-calculator,Flash Distillation Calculator,Lifestyle & Everyday,Miscellaneous
ergun-equation-calculator,Packed Bed Pressure Drop Calculator (Ergun Equation),Math & Conversions,Core Math & Algebra
membrane-separation-calculator,Membrane Separation Calculator,Lifestyle & Everyday,Miscellaneous
batch-reactor-design,Batch Reactor Design Calculator,Lifestyle & Everyday,Miscellaneous
lmtd-calculator,Heat Exchanger Design Calculator (LMTD Method),Lifestyle & Everyday,Miscellaneous
airfoil-calculator,Airfoil Lift and Drag Calculator (XFOIL),Lifestyle & Everyday,Miscellaneous
aircraft-range-calculator,Aircraft Range and Endurance Calculator,Lifestyle & Everyday,Miscellaneous
hohmann-transfer-calculator,Orbital Maneuver (Hohmann Transfer) Calculator,Lifestyle & Everyday,Miscellaneous
interplanetary-trajectory-calculator,Interplanetary Trajectory Calculator,Lifestyle & Everyday,Miscellaneous
weight-and-balance-calculator,Aircraft Weight and Balance Calculator,Lifestyle & Everyday,Miscellaneous
cyclomatic-complexity-calculator,Cyclomatic Complexity Calculator,Lifestyle & Everyday,Miscellaneous
halstead-complexity-calculator,Halstead Complexity Metrics Calculator,Lifestyle & Everyday,Miscellaneous
uml-diagram-generator,UML Diagram Generator,Lifestyle & Everyday,Miscellaneous
regex-tester,Regular Expression (Regex) Tester,Lifestyle & Everyday,Miscellaneous
api-latency-calculator,API Latency & Throughput Calculator,Lifestyle & Everyday,Miscellaneous
cap-theorem-calculator,CAP Theorem Visualizer,Lifestyle & Everyday,Miscellaneous
load-balancing-simulator,Load Balancing Algorithm Simulator,Lifestyle & Everyday,Miscellaneous
caching-strategy-calculator,Caching Strategy Calculator,Lifestyle & Everyday,Miscellaneous
a-b-test-significance-calculator,A/B Test Statistical Significance Calculator,Lifestyle & Everyday,Miscellaneous
cloud-cost-calculator,"Cloud Cost Estimator (AWS, Azure, GCP)",Lifestyle & Everyday,Miscellaneous
wedding-budget-calculator,Wedding Budget Calculator,Lifestyle & Everyday,Miscellaneous
t-bill-yield-calculator,T-Bill (Treasury Bill) Yield Calculator,Lifestyle & Everyday,Miscellaneous
529-vs-utma,529 Plan vs. UTMA/UGMA Calculator,Lifestyle & Everyday,Miscellaneous
car-insurance-calculator,Car Insurance Estimator,Lifestyle & Everyday,Automotive
home-insurance-calculator,Home Insurance Estimator,Lifestyle & Everyday,Miscellaneous
tipping-calculator,Tipping Calculator (with International Guide),Lifestyle & Everyday,Miscellaneous
travel-budget-calculator,Travel Budget Calculator,Lifestyle & Everyday,Miscellaneous
child-support-calculator,Child Support Calculator (Guideline Estimator),Lifestyle & Everyday,Miscellaneous
alimony-calculator,Alimony (Spousal Support) Calculator,Lifestyle & Everyday,Miscellaneous
pet-cost-calculator,Pet Cost Calculator,Lifestyle & Everyday,Miscellaneous
hobby-cost-calculator,Hobby Cost Calculator,Lifestyle & Everyday,Miscellaneous
side-hustle-calculator,Side Hustle Profitability Calculator,Lifestyle & Everyday,Miscellaneous
smoking-cost-calculator,Smoking Cost Calculator,Lifestyle & Everyday,Miscellaneous
coffee-cost-calculator,Coffee Cost Calculator,Lifestyle & Everyday,Miscellaneous
lottery-tax-calculator,Lottery Tax Calculator,Lifestyle & Everyday,Miscellaneous
inheritance-tax-calculator,Inheritance Tax Calculator,Lifestyle & Everyday,Miscellaneous
salary-sacrifice-calculator,Salary Sacrifice Calculator (UK),Lifestyle & Everyday,Miscellaneous
isa-calculator,ISA (Individual Savings Account) Calculator (UK),Finance,Investment
sipp-calculator,SIPP (Self-Invested Personal Pension) Calculator (UK),Finance,Retirement
lbtt-calculator,Land and Buildings Transaction Tax (LBTT) Calculator (Scotland),Lifestyle & Everyday,Miscellaneous
ltt-calculator,Land Transaction Tax (LTT) Calculator (Wales),Lifestyle & Everyday,Miscellaneous
superannuation-calculator,Superannuation Calculator (Australia),Lifestyle & Everyday,Miscellaneous
negative-gearing-calculator,Negative Gearing Calculator (Australia),Lifestyle & Everyday,Miscellaneous
kiwisaver-calculator,KiwiSaver Calculator (New Zealand),Lifestyle & Everyday,Miscellaneous
german-pension-calculator,German Pension (Rente) Calculator,Finance,Retirement
french-pension-calculator,French Pension Calculator,Finance,Retirement
spanish-pension-calculator,Spanish Pension Calculator,Finance,Retirement
italian-pension-calculator,Italian Pension (Pensione) Calculator,Finance,Retirement
japanese-pension-calculator,Japanese Pension (Nenkin) Calculator,Finance,Retirement
chinese-pension-calculator,Chinese Pension Calculator,Finance,Retirement
winters-formula-calculator,Winter-Blythe Formula Calculator (Acid-Base),Lifestyle & Everyday,Miscellaneous
delta-gap-calculator,Delta Gap Calculator,Lifestyle & Everyday,Miscellaneous
osmolal-gap-calculator,Osmolal Gap Calculator,Lifestyle & Everyday,Miscellaneous
free-water-deficit-calculator,Free Water Deficit Calculator,Lifestyle & Everyday,Miscellaneous
corrected-sodium-calculator,Sodium Correction for Hyperglycemia Calculator,Lifestyle & Everyday,Miscellaneous
corrected-calcium-calculator,Calcium Correction for Albumin Calculator,Lifestyle & Everyday,Miscellaneous
a-a-gradient-calculator,A-a Gradient Calculator,Lifestyle & Everyday,Miscellaneous
oxygenation-index-calculator,Oxygenation Index (OI) Calculator,Lifestyle & Everyday,Miscellaneous
p-f-ratio-calculator,PaO2/FiO2 (P/F) Ratio Calculator,Math & Conversions,Core Math & Algebra
abi-calculator,Ankle-Brachial Index (ABI) Calculator,Lifestyle & Everyday,Miscellaneous
bmi-prime-calculator,Body Mass Index (BMI) Prime Calculator,Health & Fitness,Health Metrics
rfm-calculator,Relative Fat Mass (RFM) Calculator,Health & Fitness,Diet & Nutrition
fick-principle-calculator,Fick Principle Cardiac Output Calculator,Lifestyle & Everyday,Miscellaneous
cpp-calculator,Cerebral Perfusion Pressure (CPP) Calculator,Lifestyle & Everyday,Miscellaneous
corrected-phenytoin-level,Phenytoin Level Correction Calculator,Lifestyle & Everyday,Miscellaneous
opioid-conversion-calculator,Opioid Conversion Calculator,Lifestyle & Everyday,Miscellaneous
corticosteroid-conversion-calculator,Corticosteroid Conversion Calculator,Lifestyle & Everyday,Miscellaneous
benzodiazepine-conversion-calculator,Benzodiazepine Conversion Calculator,Lifestyle & Everyday,Miscellaneous
statin-intensity-calculator,Statin Intensity Calculator,Lifestyle & Everyday,Miscellaneous
lights-criteria-calculator,Lights Criteria Calculator,Lifestyle & Everyday,Miscellaneous
dog-calorie-calculator,Dog Calorie Calculator,Health & Fitness,Diet & Nutrition
cat-calorie-calculator,Cat Calorie Calculator,Health & Fitness,Diet & Nutrition
chocolate-toxicity-calculator,Dog Chocolate Toxicity Calculator,Lifestyle & Everyday,Miscellaneous
cat-chocolate-toxicity-calculator,Cat Chocolate Toxicity Calculator,Lifestyle & Everyday,Miscellaneous
dog-dosage-calculator,Dog Medication Dosage Calculator,Lifestyle & Everyday,Miscellaneous
cat-dosage-calculator,Cat Medication Dosage Calculator,Lifestyle & Everyday,Miscellaneous
dog-age-calculator,Dog Age Calculator (Human Years),Lifestyle & Everyday,Time & Date
cat-age-calculator,Cat Age Calculator (Human Years),Lifestyle & Everyday,Time & Date
horse-weight-calculator,Horse Weight Calculator,Lifestyle & Everyday,Miscellaneous
pet-gestation-calculator,Pet Gestation Calculator,Lifestyle & Everyday,Miscellaneous
michaelis-menten-calculator,Michaelis-Menten Kinetics Calculator,Lifestyle & Everyday,Miscellaneous
elisa-calculator,ELISA Data Analysis Calculator,Lifestyle & Everyday,Miscellaneous
delta-delta-ct-calculator,qPCR Data Analysis Calculator (Delta-Delta Ct),Lifestyle & Everyday,Miscellaneous
bacterial-growth-curve-calculator,Bacterial Growth Curve Calculator,Lifestyle & Everyday,Miscellaneous
hemocytometer-calculator,Hemocytometer Cell Counting Calculator,Lifestyle & Everyday,Miscellaneous
isoelectric-point-calculator,Protein Isoelectric Point (pI) Calculator,Health & Fitness,Diet & Nutrition
ligation-calculator,DNA Ligation Calculator,Lifestyle & Everyday,Miscellaneous
log-reduction-calculator,Log Reduction Calculator,Math & Conversions,Core Math & Algebra
mark-recapture-calculator,Mark-Recapture (Lincoln-Petersen) Calculator,Lifestyle & Everyday,Miscellaneous
simpsons-diversity-index,Simpson's Diversity Index Calculator,Lifestyle & Everyday,Miscellaneous
geodetic-distance-calculator,Geodetic Distance Calculator (Vincenty's Formulae),Lifestyle & Everyday,Miscellaneous
utm-coordinate-converter,UTM Coordinate Converter,Math & Conversions,Measurement Unit Conversions
magnetic-declination-calculator,Magnetic Declination Calculator,Lifestyle & Everyday,Miscellaneous
solar-position-calculator,Solar Position Calculator,Lifestyle & Everyday,Miscellaneous
tide-prediction-calculator,Tide Prediction Calculator,Lifestyle & Everyday,Miscellaneous
beaufort-scale-calculator,Beaufort Wind Scale Converter,Math & Conversions,Measurement Unit Conversions
saffir-simpson-scale,Saffir-Simpson Hurricane Wind Scale Calculator,Lifestyle & Everyday,Miscellaneous
fujita-scale-calculator,Fujita Scale (Tornado) Calculator,Lifestyle & Everyday,Miscellaneous
dew-point-calculator,Dew Point Calculator,Lifestyle & Everyday,Miscellaneous
wbgt-calculator,Wet Bulb Globe Temperature (WBGT) Calculator,Lifestyle & Everyday,Miscellaneous
evm-calculator,Earned Value Management (EVM) Calculator,Lifestyle & Everyday,Miscellaneous
cpm-calculator,Critical Path Method (CPM) Calculator,Lifestyle & Everyday,Miscellaneous
pert-calculator,PERT Estimate Calculator,Lifestyle & Everyday,Miscellaneous
project-roi-calculator,Project ROI Calculator,Finance,Investment
risk-assessment-matrix,Risk Assessment Matrix Calculator,Lifestyle & Everyday,Miscellaneous
clv-calculator,Customer Lifetime Value (CLV) Calculator,Lifestyle & Everyday,Miscellaneous
cac-calculator,Customer Acquisition Cost (CAC) Calculator,Lifestyle & Everyday,Miscellaneous
churn-rate-calculator,Churn Rate Calculator,Lifestyle & Everyday,Miscellaneous
lead-generation-roi,Lead Generation ROI Calculator,Finance,Investment
sales-funnel-calculator,Sales Funnel Conversion Rate Calculator,Lifestyle & Everyday,Miscellaneous
a-b-test-significance-calculator,A/B Test Statistical Significance Calculator,Lifestyle & Everyday,Miscellaneous
roas-calculator,Return on Ad Spend (ROAS) Calculator,Lifestyle & Everyday,Miscellaneous
cpm-calculator,Cost Per Mille (CPM) Calculator,Lifestyle & Everyday,Miscellaneous
ctr-calculator,Click-Through Rate (CTR) Calculator,Lifestyle & Everyday,Miscellaneous
nps-calculator,Net Promoter Score (NPS) Calculator,Lifestyle & Everyday,Miscellaneous
employee-turnover-rate,Employee Turnover Rate Calculator,Lifestyle & Everyday,Miscellaneous
cost-per-hire-calculator,Cost Per Hire Calculator,Lifestyle & Everyday,Miscellaneous
overtime-calculator,Overtime Pay Calculator,Lifestyle & Everyday,Miscellaneous
salary-increase-calculator,Salary Increase Percentage Calculator,Math & Conversions,Core Math & Algebra
bradford-factor-calculator,Bradford Factor Calculator,Math & Conversions,Core Math & Algebra
fte-calculator,FTE (Full-Time Equivalent) Calculator,Lifestyle & Everyday,Time & Date
employee-stock-option-calculator,Employee Stock Option (ESO) Valuation Calculator,Finance,Investment
absenteeism-rate-calculator,Absenteeism Rate Calculator,Lifestyle & Everyday,Miscellaneous
human-capital-roi-calculator,Human Capital ROI Calculator,Finance,Investment
training-roi-calculator,Training ROI Calculator,Finance,Investment
eoq-calculator,Economic Order Quantity (EOQ) Calculator,Lifestyle & Everyday,Miscellaneous
reorder-point-calculator,Reorder Point Calculator,Lifestyle & Everyday,Miscellaneous
safety-stock-calculator,Safety Stock Calculator,Finance,Investment
inventory-turnover-calculator,Inventory Turnover Ratio Calculator,Math & Conversions,Core Math & Algebra
fill-rate-calculator,Fill Rate Calculator,Lifestyle & Everyday,Miscellaneous
on-time-delivery-calculator,On-Time Delivery Performance Calculator,Lifestyle & Everyday,Time & Date
freight-class-calculator,Freight Class Calculator,Lifestyle & Everyday,Miscellaneous
cbm-calculator,Cubic Meter (CBM) Calculator,Lifestyle & Everyday,Miscellaneous
pallet-loading-calculator,Pallet Loading Calculator,Lifestyle & Everyday,Miscellaneous
container-loading-calculator,Container Loading Calculator,Lifestyle & Everyday,Miscellaneous
oee-calculator,Overall Equipment Effectiveness (OEE) Calculator,Lifestyle & Everyday,Miscellaneous
takt-time-calculator,Takt Time Calculator,Lifestyle & Everyday,Time & Date
cycle-time-calculator,Cycle Time Calculator,Lifestyle & Everyday,Time & Date
littles-law-calculator,Little's Law Calculator,Lifestyle & Everyday,Miscellaneous
cpk-calculator,Process Capability (Cp & Cpk) Calculator,Lifestyle & Everyday,Miscellaneous
six-sigma-calculator,Six Sigma Calculator (DPMO),Lifestyle & Everyday,Miscellaneous
queuing-theory-calculator,Queuing Theory Calculator (M/M/1),Math & Conversions,Measurement Unit Conversions
learning-curve-calculator,Learning Curve Calculator,Lifestyle & Everyday,Miscellaneous
bullwhip-effect-calculator,Bullwhip Effect Simulator,Lifestyle & Everyday,Miscellaneous
5-whys-calculator,Root Cause Analysis (5 Whys) Generator,Lifestyle & Everyday,Miscellaneous
pestle-analysis-generator,PESTLE Analysis Generator,Lifestyle & Everyday,Miscellaneous
swot-analysis-generator,SWOT Analysis Generator,Lifestyle & Everyday,Miscellaneous
porters-five-forces-calculator,Porter's Five Forces Analysis Generator,Lifestyle & Everyday,Miscellaneous
ansoff-matrix-calculator,Ansoff Matrix Generator,Lifestyle & Everyday,Miscellaneous
bcg-matrix-calculator,BCG Matrix Generator,Lifestyle & Everyday,Miscellaneous
asce-7-16-wind-load-calculator,Wind Load Calculator (ASCE 7-16),Construction & DIY,Project Layout & Design
asce-7-16-seismic-calculator,Seismic Load Calculator (ASCE 7-16),Construction & DIY,Project Layout & Design
wood-shear-wall-calculator,Wood Shear Wall Design Calculator (NDS/SDPWS),Construction & DIY,Project Layout & Design
wood-diaphragm-calculator,Wood Diaphragm Design Calculator (NDS/SDPWS),Lifestyle & Everyday,Miscellaneous
glulam-beam-design-calculator,Glulam Beam Design Calculator (AWC/NDS),Construction & DIY,Project Layout & Design
steel-joist-design-calculator,"Steel Joist (K, LH, DLH) Design Calculator",Lifestyle & Everyday,Miscellaneous
composite-beam-design,Composite Steel Beam Design Calculator (AISC),Construction & DIY,Project Layout & Design
pt-slab-design-calculator,Post-Tensioned (PT) Concrete Slab Calculator,Construction & DIY,Materials Estimation
tilt-up-wall-design,Tilt-Up Concrete Wall Design Calculator,Construction & DIY,Materials Estimation
light-gauge-steel-design,Light Gauge Steel Framing Calculator,Lifestyle & Everyday,Miscellaneous
helical-pile-calculator,Helical Pile Capacity Calculator,Lifestyle & Everyday,Miscellaneous
micropile-design,Micropile Design Calculator,Lifestyle & Everyday,Miscellaneous
soil-nail-design,Soil Nail Wall Design Calculator,Construction & DIY,Materials Estimation
dewatering-calculator,Dewatering System Design Calculator,Lifestyle & Everyday,Miscellaneous
tower-crane-foundation,Tower Crane Foundation Design Calculator,Lifestyle & Everyday,Miscellaneous
scaffolding-load-calculator,Scaffolding Load Calculator,Lifestyle & Everyday,Miscellaneous
formwork-pressure-calculator,Formwork Pressure Calculator (ACI 347),Lifestyle & Everyday,Miscellaneous
dewatering-flow-rate-calculator,Construction Dewatering Flow Rate Calculator,Lifestyle & Everyday,Miscellaneous
blasting-vibration-calculator,Blasting Vibration Calculator,Lifestyle & Everyday,Miscellaneous
crane-lift-plan-calculator,Crane Lift Plan Calculator,Lifestyle & Everyday,Miscellaneous
lotka-volterra-calculator,Lotka-Volterra (Predator-Prey) Model Simulator,Lifestyle & Everyday,Miscellaneous
island-biogeography-calculator,Island Biogeography Calculator,Lifestyle & Everyday,Miscellaneous
ficks-law-calculator,Fick's Law of Diffusion Calculator,Lifestyle & Everyday,Miscellaneous
niche-breadth-calculator,Niche Breadth Calculator,Lifestyle & Everyday,Miscellaneous
soil-salinity-calculator,Soil Salinity (EC) Conversion Calculator,Construction & DIY,Materials Estimation
crop-evapotranspiration-calculator,Crop Evapotranspiration (ETc) Calculator,Lifestyle & Everyday,Miscellaneous
usle-calculator,Universal Soil Loss Equation (USLE) Calculator,Math & Conversions,Core Math & Algebra
darcys-law-calculator,Darcy's Law Groundwater Flow Calculator,Lifestyle & Everyday,Miscellaneous
theis-equation-calculator,Aquifer Drawdown (Theis) Calculator,Math & Conversions,Core Math & Algebra
redshift-calculator,Astronomical Redshift (Doppler) Calculator,Lifestyle & Everyday,Miscellaneous
apparent-absolute-magnitude,Apparent & Absolute Magnitude Calculator,Lifestyle & Everyday,Miscellaneous
exoplanet-transit-calculator,Exoplanet Transit Depth Calculator,Lifestyle & Everyday,Miscellaneous
gwp-calculator,Greenhouse Gas Warming Potential (GWP) Calculator,Lifestyle & Everyday,Miscellaneous
ocean-acidification-calculator,Ocean Acidification (pH) Calculator,Lifestyle & Everyday,Miscellaneous
river-discharge-calculator,River Discharge (Velocity-Area) Calculator,Math & Conversions,Geometry
color-code-converter,"Color Code Converter (HEX, RGB, HSL, CMYK)",Math & Conversions,Measurement Unit Conversions
data-storage-converter,"Data Storage Converter (Bits, Bytes, KB, MB, GB, TB, PB)",Math & Conversions,Measurement Unit Conversions
data-transfer-rate-converter,Data Transfer Rate Converter,Math & Conversions,Measurement Unit Conversions
meeting-planner-time-zone,Time Zone Converter with Meeting Planner,Math & Conversions,Measurement Unit Conversions
universal-currency-converter,Universal Currency Converter (with Historical Data),Math & Conversions,Measurement Unit Conversions
clothing-size-converter,Clothing Size Converter (International),Math & Conversions,Measurement Unit Conversions
cooking-conversion-calculator,Cooking Measurement Converter,Math & Conversions,Measurement Unit Conversions
fuel-economy-converter,"Fuel Economy Converter (MPG, L/100km, km/L)",Math & Conversions,Measurement Unit Conversions
typography-converter,"Typography Unit Converter (px, pt, em, rem, %)",Math & Conversions,Measurement Unit Conversions
energy-unit-converter,"Energy Unit Converter (Joules, Calories, kWh, BTU)",Math & Conversions,Measurement Unit Conversions
power-unit-converter,"Power Unit Converter (Watts, Horsepower, BTU/hr)",Math & Conversions,Measurement Unit Conversions
pressure-unit-converter,"Pressure Unit Converter (Pascal, bar, atm, psi)",Math & Conversions,Measurement Unit Conversions
torque-unit-converter,"Torque Unit Converter (N-m, ft-lb, in-lb)",Math & Conversions,Measurement Unit Conversions
viscosity-converter,"Viscosity Unit Converter (Poise, Stokes)",Math & Conversions,Measurement Unit Conversions
angle-converter,"Angle Unit Converter (Degrees, Radians, Gradians)",Math & Conversions,Measurement Unit Conversions
area-converter,"Area Unit Converter (Acres, Hectares, sq ft, sq m)",Math & Conversions,Measurement Unit Conversions
length-converter,"Length Unit Converter (Miles, km, feet, meters)",Math & Conversions,Measurement Unit Conversions
volume-converter,"Volume Unit Converter (Gallons, Liters, cubic ft, cubic m)",Math & Conversions,Measurement Unit Conversions
weight-converter,"Weight/Mass Unit Converter (lbs, kg, stone, tons)",Math & Conversions,Measurement Unit Conversions
speed-converter,"Speed Unit Converter (mph, kph, m/s, knots)",Math & Conversions,Measurement Unit Conversions
roman-numeral-converter,Roman Numeral Converter,Math & Conversions,Measurement Unit Conversions
military-time-converter,Military Time Converter,Math & Conversions,Measurement Unit Conversions
morse-code-translator,Morse Code Translator,Lifestyle & Everyday,Miscellaneous
braille-translator,Braille Translator,Lifestyle & Everyday,Miscellaneous
phonetic-alphabet-translator,Phonetic Alphabet (NATO) Translator,Lifestyle & Everyday,Miscellaneous
subnet-calculator,IP Address Subnet Calculator,Lifestyle & Everyday,Miscellaneous
url-encoder-decoder,URL Encoder/Decoder,Lifestyle & Everyday,Miscellaneous
html-entity-encoder,HTML Entity Encoder/Decoder,Lifestyle & Everyday,Miscellaneous
hash-generator,"Hash Generator (MD5, SHA1, SHA256)",Lifestyle & Everyday,Miscellaneous
lorem-ipsum-generator,Lorem Ipsum Generator,Lifestyle & Everyday,Miscellaneous
qr-code-generator,QR Code Generator,Lifestyle & Everyday,Miscellaneous
barcode-generator,Barcode Generator,Lifestyle & Everyday,Miscellaneous
password-generator,Password Generator,Lifestyle & Everyday,Miscellaneous
luhn-algorithm-calculator,Credit Card Number Validator (Luhn Algorithm),Lifestyle & Everyday,Miscellaneous
iban-validator,IBAN Validator,Lifestyle & Everyday,Miscellaneous
loan-comparison-calculator,Loan Comparison Calculator,Finance,Loans & Debt
loan-prepayment-calculator,Loan Prepayment Calculator,Finance,Loans & Debt
interest-only-loan-calculator,Interest-Only Loan Calculator,Finance,Loans & Debt
balloon-loan-calculator,Balloon Loan Calculator,Finance,Loans & Debt
15-vs-30-year-mortgage,15-Year vs. 30-Year Mortgage Calculator,Finance,Mortgage & Real Estate
arm-calculator,Adjustable-Rate Mortgage (ARM) Calculator,Finance,Mortgage & Real Estate
mortgage-points-calculator,Mortgage Points Calculator,Finance,Mortgage & Real Estate
pmi-calculator,Private Mortgage Insurance (PMI) Calculator,Finance,Mortgage & Real Estate
land-transfer-tax-calculator,Land Transfer Tax Calculator (by State/Province),Lifestyle & Everyday,Miscellaneous
reverse-mortgage-calculator,Reverse Mortgage Calculator,Finance,Mortgage & Real Estate
asset-allocation-calculator,Asset Allocation Calculator,Lifestyle & Everyday,Miscellaneous
portfolio-rebalancing-calculator,Portfolio Rebalancing Calculator,Lifestyle & Everyday,Miscellaneous
mutual-fund-fee-calculator,Mutual Fund Fee Calculator,Finance,Investment
bond-ladder-calculator,Bond Ladder Calculator,Finance,Investment
taxable-vs-tax-advantaged,Taxable vs. Tax-Advantaged Investment Calculator,Lifestyle & Everyday,Miscellaneous
average-down-calculator,Stock Average Down Calculator,Finance,Investment
yield-on-cost-calculator,Dividend Yield on Cost Calculator,Finance,Investment
capital-gains-harvesting,Capital Gains Harvesting Calculator,Finance,Taxes
wash-sale-rule-calculator,Wash Sale Rule Calculator,Lifestyle & Everyday,Miscellaneous
72t-calculator,72(t) SEPP Calculator,Lifestyle & Everyday,Miscellaneous
cash-flow-statement-calculator,Cash Flow Statement Calculator,Lifestyle & Everyday,Miscellaneous
pro-forma-income-statement,Pro Forma Income Statement Calculator,Lifestyle & Everyday,Miscellaneous
business-valuation-calculator,Business Valuation Calculator (Multiple Methods),Lifestyle & Everyday,Miscellaneous
startup-costs-calculator,Startup Costs Calculator,Lifestyle & Everyday,Miscellaneous
office-space-calculator,Office Space Calculator,Lifestyle & Everyday,Miscellaneous
commercial-lease-calculator,Commercial Lease Calculator,Finance,Loans & Debt
lease-vs-buy-equipment,Equipment Lease vs. Buy Calculator,Finance,Loans & Debt
section-179-calculator,Section 179 Deduction Calculator,Lifestyle & Everyday,Miscellaneous
business-mileage-calculator,Business Mileage Calculator,Lifestyle & Everyday,Miscellaneous
credit-card-processing-fee-calculator,Merchant Account (Credit Card Processing) Fee Calculator,Lifestyle & Everyday,Miscellaneous
sales-tax-calculator,Sales Tax Calculator (by State/Province),Finance,Taxes
reverse-sales-tax-calculator,Reverse Sales Tax Calculator,Finance,Taxes
vat-calculator,VAT Calculator (Value Added Tax),Finance,Taxes
tip-calculator,Tip Calculator with Bill Splitting,Lifestyle & Everyday,Miscellaneous
50-30-20-budget-calculator,Budget Calculator (50/30/20 Rule),Lifestyle & Everyday,Miscellaneous
paycheck-calculator,Paycheck Calculator,Finance,Taxes
hourly-to-salary-calculator,Hourly to Salary Converter,Math & Conversions,Measurement Unit Conversions
cost-of-living-calculator,Cost of Living Comparison Calculator,Lifestyle & Everyday,Miscellaneous
net-worth-calculator,Net Worth Calculator,Lifestyle & Everyday,Miscellaneous
forex-calculator,Foreign Exchange (Forex) Calculator,Math & Conversions,Measurement Unit Conversions
ponderal-index-calculator,Ponderal Index Calculator,Lifestyle & Everyday,Miscellaneous
bai-calculator,Body Adiposity Index (BAI) Calculator,Lifestyle & Everyday,Miscellaneous
rfm-calculator,Relative Fat Mass (RFM) Calculator,Health & Fitness,Diet & Nutrition
absi-calculator,A Body Shape Index (ABSI) Calculator,Lifestyle & Everyday,Miscellaneous
frame-size-calculator,Frame Size Calculator,Lifestyle & Everyday,Miscellaneous
ww-points-calculator,Weight Watchers Points Calculator,Lifestyle & Everyday,Miscellaneous
intermittent-fasting-calculator,Intermittent Fasting Calculator,Health & Fitness,Diet & Nutrition
hydration-calculator,Hydration Calculator,Lifestyle & Everyday,Miscellaneous
alcohol-calorie-calculator,Alcohol Calorie Calculator,Health & Fitness,Diet & Nutrition
energy-density-calculator,Food Energy Density Calculator,Lifestyle & Everyday,Miscellaneous
apft-score-calculator,Army Physical Fitness Test (APFT) Score Calculator,Lifestyle & Everyday,Miscellaneous
navy-prt-calculator,Navy Physical Readiness Test (PRT) Score Calculator,Lifestyle & Everyday,Miscellaneous
air-force-pft-calculator,Air Force Physical Fitness Test (PFT) Score Calculator,Lifestyle & Everyday,Miscellaneous
marine-pft-calculator,Marine Corps Physical Fitness Test (PFT) Score Calculator,Lifestyle & Everyday,Miscellaneous
rockport-walk-test,Rockport Walk Test VO2 Max Calculator,Health & Fitness,Fitness
ymca-step-test,YMCA Step Test Calculator,Health & Fitness,Fitness
push-up-test-calculator,Push-Up Test Calculator,Lifestyle & Everyday,Miscellaneous
sit-up-test-calculator,Sit-Up Test Calculator,Lifestyle & Everyday,Miscellaneous
vertical-jump-calculator,Vertical Jump Calculator,Lifestyle & Everyday,Miscellaneous
power-to-weight-ratio-calculator,Cycling Power to Weight Ratio Calculator,Health & Fitness,Fitness
scientific-notation-calculator,Scientific Notation Calculator,Math & Conversions,Core Math & Algebra
significant-figures-calculator,Significant Figures Calculator,Math & Conversions,Core Math & Algebra
remainder-calculator,Remainder Calculator,Lifestyle & Everyday,Miscellaneous
number-to-words-converter,Number to Words Converter,Math & Conversions,Measurement Unit Conversions
words-to-numbers-converter,Words to Numbers Converter,Math & Conversions,Measurement Unit Conversions
polynomial-calculator,Polynomial Calculator,Lifestyle & Everyday,Miscellaneous
synthetic-division-calculator,Synthetic Division Calculator,Lifestyle & Everyday,Miscellaneous
partial-fraction-decomposition,Partial Fraction Decomposition Calculator,Lifestyle & Everyday,Miscellaneous
arithmetic-sequence-calculator,Arithmetic Sequence Calculator,Lifestyle & Everyday,Miscellaneous
geometric-sequence-calculator,Geometric Sequence Calculator,Lifestyle & Everyday,Miscellaneous
herons-formula-calculator,Heron's Formula Calculator,Lifestyle & Everyday,Miscellaneous
regular-polygon-calculator,Regular Polygon Calculator,Math & Conversions,Geometry
arc-length-calculator,Arc Length Calculator,Lifestyle & Everyday,Miscellaneous
sector-area-calculator,Sector Area Calculator,Math & Conversions,Geometry
solid-geometry-calculator,Solid Geometry Calculator (All Shapes),Lifestyle & Everyday,Miscellaneous
